source,target,value
9117202,234526497,30.61
9117202,16464746,30.61
9117202,231975020,30.61
9117202,215197583,30.61
9117202,44874760,30.61
9117202,325158917,30.61
9117202,30815198,30.61
9117202,338305835,30.61
9117202,94918917,30.61
30207757,115485051,56.13
30207757,18780072,56.13
30207757,10671602,56.13
30207757,12223,56.13
141341662,29739664,81.23
141341662,24626969,81.23
141341662,22771839,81.23
141341662,37991013,81.23
141341662,20745730,81.23
141341662,972651,81.23
141341662,62547301,81.23
141341662,33060717,81.23
141341662,720843,81.23
141341662,24223641,81.23
141341662,21985481,81.23
141341662,19357247,81.23
141341662,19596919,81.23
141341662,244184207,81.23
141341662,17313445,81.23
141341662,15131310,81.23
141341662,14277395,81.23
141341662,545329289,81.23
141341662,15640254,81.23
195475105,238260874,42.77
195475105,191924526,42.77
88323281,66215789,33.65
88323281,40981798,33.65
88323281,28465635,33.65
88323281,90888992,33.65
88323281,17654192,33.65
195475105,22462180,42.77
195475105,27633075,42.77
195475105,31331740,42.77
88323281,276706356,33.65
195475105,439788025,42.77
195475105,88323281,42.77
195475105,238201669,42.77
88323281,238201669,33.65
195475105,186909156,42.77
195475105,43003845,42.77
195475105,349994706,42.77
195475105,166811519,42.77
88323281,31331740,33.65
88323281,226570779,33.65
88323281,162115890,33.65
88323281,272124345,33.65
195475105,307458983,42.77
88323281,186909156,33.65
195475105,133055665,42.77
195475105,17868918,42.77
88323281,533039816,33.65
88323281,243851563,33.65
195475105,17654192,42.77
88323281,158419434,33.65
88323281,352828674,33.65
195475105,18996905,42.77
88323281,46988387,33.65
88323281,216843160,33.65
88323281,43704176,33.65
88323281,288485704,33.65
88323281,200214366,33.65
88323281,71391606,33.65
88323281,153968279,33.65
88323281,34428380,33.65
195475105,117674417,42.77
88323281,439788025,33.65
195475105,216843160,42.77
195475105,173732041,42.77
195475105,276706356,42.77
195475105,302191488,42.77
195475105,177589947,42.77
195475105,263838766,42.77
88323281,166811519,33.65
88323281,17868918,33.65
88323281,167449308,33.65
88323281,27633075,33.65
88323281,127684095,33.65
88323281,181701688,33.65
88323281,8088112,33.65
88323281,62176455,33.65
88323281,199010047,33.65
88323281,230484387,33.65
88323281,419004209,33.65
195475105,27077521,42.77
88323281,191997676,33.65
195475105,40981798,42.77
88323281,19705747,33.65
88323281,399769234,33.65
88323281,349994706,33.65
195475105,213777144,42.77
195475105,17812500,42.77
88323281,17812500,33.65
88323281,278695868,33.65
195475105,229871864,42.77
88323281,181162395,33.65
88323281,345543734,33.65
88323281,18996905,33.65
195475105,34428380,42.77
88323281,133055665,33.65
195475105,461410856,42.77
195475105,158419434,42.77
195475105,214968599,42.77
195475105,19358562,42.77
195475105,200214366,42.77
88323281,8163442,33.65
88323281,468668796,33.65
88323281,204446054,33.65
88323281,19358562,33.65
88323281,195475105,33.65
195475105,8088112,42.77
88323281,22462180,33.65
88323281,459737164,33.65
88323281,117674417,33.65
88323281,27077521,33.65
88323281,43003845,33.65
88323281,357788048,33.65
88323281,225784456,33.65
195475105,28465635,42.77
440963134,204140367,31.76
440963134,336723017,31.76
195475105,280935165,42.77
440963134,160237722,31.76
440963134,292598082,31.76
195475105,292598082,42.77
195475105,165436952,42.77
88323281,90850337,33.65
440963134,232348338,31.76
195475105,27633075,42.77
100318079,34428380,49.89
100318079,26929220,49.89
195475105,43003845,42.77
100318079,145845459,49.89
440963134,189414421,31.76
440963134,124528830,31.76
100318079,17116707,49.89
440963134,359811125,31.76
100318079,112939321,49.89
195475105,225444667,42.77
440963134,197881393,31.76
440963134,329832493,31.76
100318079,134940306,49.89
195475105,124528830,42.77
440963134,154544941,31.76
195475105,157829215,42.77
440963134,43003845,31.76
195475105,19493072,42.77
195475105,173732041,42.77
440963134,252770012,31.76
100318079,116498875,49.89
195475105,206923844,42.77
195475105,116036694,42.77
88323281,358775055,33.65
88323281,34428380,33.65
440963134,175553601,31.76
440963134,29911100,31.76
440963134,204317520,31.76
100318079,231238695,49.89
440963134,229425177,31.76
440963134,56860418,31.76
440963134,131613362,31.76
88323281,199010047,33.65
195475105,2367911,42.77
440963134,216088014,31.76
440963134,157829215,31.76
440963134,263838766,31.76
440963134,165436952,31.76
440963134,199010047,31.76
440963134,112939321,31.76
100318079,358775055,49.89
440963134,57490887,31.76
440963134,260011048,31.76
440963134,395559648,31.76
100318079,2367911,49.89
440963134,164880154,31.76
440963134,434171112,31.76
440963134,310741786,31.76
440963134,262802533,31.76
440963134,307458983,31.76
440963134,19493072,31.76
100318079,157829215,49.89
440963134,233248636,31.76
440963134,146967448,31.76
100318079,204140367,49.89
88323281,134940306,33.65
195475105,69592091,42.77
88323281,133055665,33.65
100318079,43003845,49.89
88323281,222261763,33.65
440963134,282206645,31.76
195475105,107830991,42.77
100318079,29911100,49.89
88323281,116498875,33.65
440963134,160267464,31.76
100318079,222261763,49.89
440963134,90850337,31.76
100318079,236184723,49.89
88323281,172883064,33.65
195475105,22462180,42.77
440963134,16807528,31.76
100318079,69592091,49.89
440963134,479204126,31.76
88323281,157829215,33.65
100318079,258140947,49.89
440963134,238260874,31.76
195475105,172883064,42.77
100318079,166214735,49.89
195475105,155951259,42.77
195475105,222261763,42.77
100318079,57490887,49.89
440963134,280935165,31.76
195475105,133055665,42.77
440963134,282873538,31.76
100318079,225444667,49.89
100318079,133055665,49.89
440963134,225444667,31.76
440963134,116036694,31.76
88323281,314316607,33.65
100318079,27633075,49.89
440963134,270449528,31.76
88323281,27633075,33.65
195475105,117674417,42.77
88323281,258140947,33.65
440963134,278652553,31.76
440963134,401313910,31.76
100318079,463952369,49.89
440963134,287941702,31.76
440963134,236184723,31.76
440963134,221036078,31.76
100318079,18996905,49.89
440963134,17116707,31.76
440963134,69592091,31.76
195475105,8088112,42.77
88323281,8088112,33.65
88323281,440963134,33.65
100318079,88097807,49.89
100318079,40981798,49.89
100318079,314316607,49.89
440963134,8088112,31.76
440963134,80130901,31.76
440963134,56423330,31.76
440963134,287999850,31.76
88323281,280365428,33.65
88323281,69592091,33.65
88323281,278652553,33.65
100318079,221036078,49.89
100318079,149538028,49.89
440963134,280365428,31.76
440963134,206923844,31.76
195475105,34428380,42.77
440963134,214328887,31.76
88323281,16807528,33.65
440963134,314316607,31.76
440963134,2367911,31.76
440963134,75260121,31.76
88323281,19358562,33.65
100318079,307458983,49.89
195475105,254839786,42.77
88323281,151338729,33.65
88323281,116036694,33.65
440963134,256709850,31.76
440963134,166214735,31.76
195475105,230880104,42.77
88323281,43003845,33.65
440963134,260808818,31.76
88323281,286467922,33.65
440963134,276577539,31.76
88323281,463952369,33.65
440963134,148745060,31.76
100318079,214328887,49.89
88323281,100318079,33.65
440963134,27633075,31.76
440963134,229039814,31.76
195475105,216088014,42.77
195475105,204317520,42.77
88323281,18996905,33.65
100318079,8088112,49.89
88323281,280935165,33.65
195475105,196680777,42.77
195475105,83943787,42.77
195475105,88323281,42.77
195475105,238260874,42.77
195475105,18996905,42.77
440963134,40981798,31.76
440963134,276604734,31.76
440963134,69548480,31.76
440963134,195475105,31.76
440963134,208132323,31.76
440963134,214968599,31.76
88323281,112939321,33.65
440963134,224160357,31.76
100318079,292598082,49.89
440963134,368527647,31.76
195475105,229039814,42.77
440963134,173732041,31.76
100318079,206923844,49.89
100318079,160237722,49.89
440963134,292632231,31.76
440963134,265498278,31.76
440963134,100581193,31.76
100318079,229425177,49.89
440963134,88097807,31.76
195475105,276308596,42.77
440963134,145129229,31.76
100318079,19358562,49.89
440963134,40076725,31.76
195475105,395559648,42.77
440963134,83943787,31.76
195475105,112939321,42.77
88323281,117674417,33.65
440963134,107830991,31.76
195475105,270449528,42.77
440963134,222261763,31.76
100318079,83943787,49.89
440963134,100318079,31.76
440963134,134940306,31.76
88323281,276577539,33.65
88323281,160267464,33.65
100318079,262802533,49.89
88323281,236184723,33.65
440963134,149538028,31.76
100318079,276577539,49.89
440963134,168152689,31.76
100318079,116036694,49.89
88323281,233248636,33.65
100318079,285312927,49.89
440963134,88323281,31.76
440963134,333021748,31.76
100318079,204317520,49.89
195475105,302847930,42.77
100318079,233248636,49.89
440963134,131029775,31.76
440963134,116498875,31.76
440963134,262764726,31.76
100318079,280935165,49.89
440963134,285312927,31.76
440963134,18996905,31.76
440963134,187132738,31.76
100318079,117674417,49.89
88323281,155951259,33.65
195475105,151338729,42.77
100318079,22462180,49.89
440963134,358775055,31.76
440963134,158699598,31.76
195475105,116498875,42.77
88323281,22462180,33.65
100318079,270449528,49.89
440963134,196680777,31.76
195475105,56860418,42.77
195475105,274153775,42.77
100318079,131613362,49.89
440963134,231238695,31.76
100318079,276308596,49.89
440963134,136441583,31.76
440963134,301297627,31.76
100318079,107830991,49.89
100318079,151338729,49.89
100318079,19493072,49.89
195475105,292632231,42.77
88323281,40981798,33.65
440963134,261702903,31.76
88323281,282206645,33.65
195475105,164880154,42.77
440963134,172883064,31.76
88323281,83943787,33.65
100318079,19705747,49.89
88323281,274153775,33.65
100318079,254839786,49.89
195475105,17868918,42.77
100318079,297801196,49.89
100318079,172883064,49.89
440963134,278142159,31.76
440963134,26929220,31.76
100318079,56860418,49.89
88323281,175553601,33.65
440963134,463952369,31.76
440963134,281186766,31.76
195475105,307458983,42.77
440963134,297075362,31.76
440963134,151338729,31.76
440963134,297801196,31.76
440963134,276308596,31.76
100318079,124528830,49.89
440963134,22462180,31.76
100318079,274153775,49.89
440963134,133055665,31.76
440963134,36767299,31.76
88323281,229039814,33.65
88323281,195475105,33.65
440963134,228270980,31.76
195475105,263838766,42.77
440963134,117674417,31.76
195475105,100318079,42.77
88323281,17868918,33.65
440963134,254839786,31.76
195475105,175553601,42.77
440963134,34428380,31.76
440963134,145845459,31.76
440963134,468501247,31.76
195475105,40981798,42.77
88323281,19705747,33.65
195475105,149538028,42.77
440963134,204214385,31.76
100318079,195475105,49.89
195475105,214328887,42.77
440963134,17868918,31.76
100318079,282206645,49.89
440963134,324585464,31.76
440963134,258140947,31.76
100318079,88323281,49.89
88323281,270449528,33.65
88323281,26929220,33.65
100318079,17868918,49.89
440963134,19705747,31.76
440963134,302847930,31.76
440963134,110146659,31.76
195475105,214968599,42.77
195475105,19358562,42.77
195475105,297801196,42.77
440963134,230880104,31.76
88323281,335071071,33.65
100318079,100581193,49.89
100318079,252770012,49.89
440963134,335071071,31.76
88323281,100581193,33.65
440963134,19358562,31.76
440963134,274153775,31.76
17922109,219720172,30.06
17922109,121281725,30.06
17922109,18859819,30.06
17922109,17941967,30.06
17922109,26961048,30.06
17922109,260137838,30.06
17922109,15663318,30.06
17922109,23707165,30.06
17922109,28154689,30.06
17922109,12970892,30.06
17922109,290005030,30.06
17922109,14470236,30.06
17922109,21575193,30.06
52758395,19802879,32.48
52758395,50115087,32.48
52758395,14342564,32.48
52758395,54546430,32.48
52758395,16895274,32.48
52758395,11348282,32.48
52758395,43166813,32.48
52758395,168537920,32.48
52758395,20060293,32.48
52758395,30313925,32.48
52758395,15519544,32.48
52758395,18164420,32.48
52758395,16132791,32.48
269485905,309920730,31.69
269485905,18167136,31.69
269485905,15494342,31.69
269485905,25904310,31.69
269485905,15430795,31.69
269485905,15989935,31.69
269485905,15307679,31.69
195475105,259842341,42.77
100318079,43003845,49.89
100318079,103598216,49.89
195475105,107830991,42.77
100318079,214328887,49.89
100318079,107830991,49.89
100318079,151338729,49.89
195475105,22462180,42.77
195475105,204317520,42.77
187773078,196680777,35.33
195475105,164880154,42.77
195475105,451250774,42.77
187773078,19358562,35.33
195475105,83943787,42.77
195475105,450839965,42.77
100318079,34428380,49.89
100318079,26929220,49.89
195475105,43003845,42.77
195475105,103598216,42.77
187773078,112939321,35.33
100318079,57490887,49.89
187773078,22462180,35.33
187773078,107830991,35.33
100318079,123371682,49.89
195475105,229039814,42.77
195475105,187773078,42.77
100318079,17116707,49.89
100318079,206923844,49.89
100318079,112939321,49.89
195475105,196680777,42.77
187773078,153226312,35.33
195475105,18996905,42.77
187773078,40981798,35.33
100318079,145845459,49.89
100318079,124528830,49.89
187773078,103598216,35.33
100318079,196327549,49.89
100318079,19358562,49.89
187773078,123371682,35.33
100318079,153226312,49.89
195475105,124528830,42.77
195475105,157829215,42.77
195475105,302847930,42.77
187773078,430313102,35.33
187773078,124528830,35.33
195475105,112939321,42.77
187773078,175553601,35.33
195475105,206923844,42.77
100318079,83943787,49.89
195475105,100318079,42.77
100318079,18996905,49.89
100318079,231238695,49.89
195475105,175553601,42.77
100318079,187773078,49.89
187773078,34428380,35.33
100318079,259842341,49.89
195475105,123371682,42.77
195475105,149538028,42.77
187773078,195475105,35.33
100318079,40981798,49.89
187773078,100318079,35.33
195475105,40981798,42.77
187773078,151338729,35.33
187773078,259842341,35.33
100318079,204317520,49.89
100318079,451250774,49.89
100318079,195475105,49.89
187773078,83943787,35.33
187773078,229039814,35.33
100318079,149538028,49.89
195475105,34428380,42.77
195475105,19358562,42.77
195475105,214328887,42.77
187773078,302847930,35.33
195475105,153226312,42.77
195475105,151338729,42.77
100318079,22462180,49.89
187773078,204140367,35.33
100318079,430313102,49.89
187773078,451250774,35.33
100318079,157829215,49.89
187773078,157829215,35.33
187773078,18996905,35.33
187773078,204317520,35.33
100318079,204140367,49.89
187773078,43003845,35.33
45416789,127178017,34.2
36198161,14180231,42.65
47161442,261001122,31.94
36198161,234169190,42.65
36198161,231893190,42.65
45416789,116952434,34.2
65913144,184637153,34.9
36198161,46322933,42.65
36198161,225310755,42.65
45416789,9431932,34.2
36198161,260935147,42.65
36198161,29318839,42.65
45416789,14180231,34.2
47161442,25026165,31.94
45416789,25026165,34.2
36198161,9431932,42.65
36198161,29755430,42.65
65913144,14654965,34.9
45416789,15853668,34.2
47161442,30957034,31.94
36198161,141021153,42.65
36198161,193545258,42.65
36198161,57425153,42.65
65913144,22784458,34.9
65913144,215180009,34.9
65913144,34068984,34.9
36198161,52361963,42.65
36198161,144320202,42.65
65913144,7846,34.9
65913144,25952851,34.9
45416789,215180009,34.2
65913144,116952434,34.9
36198161,47161442,42.65
36198161,158560798,42.65
45416789,42361118,34.2
47161442,42361118,31.94
65913144,45416789,34.9
45416789,36198161,34.2
45416789,22784458,34.2
36198161,17540485,42.65
36198161,22784458,42.65
65913144,76587180,34.9
36198161,45134201,42.65
65913144,47161442,34.9
36198161,261001122,42.65
36198161,26250517,42.65
45416789,7846,34.2
36198161,257698065,42.65
45416789,47161442,34.2
36198161,278707020,42.65
36198161,79119341,42.65
36198161,38070776,42.65
47161442,22784458,31.94
36198161,215180009,42.65
36198161,276758217,42.65
36198161,201470714,42.65
36198161,184637153,42.65
47161442,29318839,31.94
36198161,79839110,42.65
65913144,15853668,34.9
36198161,269248034,42.65
36198161,35701370,42.65
36198161,175479505,42.65
36198161,113714296,42.65
36198161,25026165,42.65
36198161,25952851,42.65
45416789,30957034,34.2
36198161,22705686,42.65
36198161,116952434,42.65
36198161,15853668,42.65
36198161,311742646,42.65
65913144,9431932,34.9
36198161,198675113,42.65
45416789,79839110,34.2
45416789,25952851,34.2
36198161,127178017,42.65
36198161,26161908,42.65
45416789,65913144,34.2
65913144,30957034,34.9
47161442,215180009,31.94
65913144,14180231,34.9
36198161,271324176,42.65
36198161,21697900,42.65
47161442,9431932,31.94
36198161,141861462,42.65
36198161,219370782,42.65
45416789,14654965,34.2
36198161,211636366,42.65
45416789,261001122,34.2
47161442,45416789,31.94
65913144,79119341,34.9
36198161,21687784,42.65
36198161,42361118,42.65
36198161,221537597,42.65
36198161,294198566,42.65
47161442,65913144,31.94
36198161,29537723,42.65
36198161,43076364,42.65
45416789,141861462,34.2
36198161,170113817,42.65
45416789,22705686,34.2
47161442,34068984,31.94
45416789,177342115,34.2
36198161,272570677,42.65
36198161,429012364,42.65
36198161,134704868,42.65
36198161,58368604,42.65
47161442,36198161,31.94
36198161,162705856,42.65
65913144,42361118,34.9
65913144,6015992,34.9
36198161,65913144,42.65
43366650,112004687,32.38
43366650,19793454,32.38
43366650,34739714,32.38
17092592,19793454,56.26
17092592,41708589,56.26
43366650,24801800,32.38
17092592,106946954,56.26
43366650,46671605,32.38
43366650,273316919,32.38
43366650,14428916,32.38
43366650,254391491,32.38
17092592,15222083,56.26
17092592,244154650,56.26
17092592,23125802,56.26
43366650,252032459,32.38
17092592,35018926,56.26
22679419,15999738,46.93
22679419,17092592,46.93
43366650,255375107,32.38
43366650,14996566,32.38
43366650,181010533,32.38
22679419,22556717,46.93
43366650,375862860,32.38
43366650,341747053,32.38
17092592,44527648,56.26
43366650,15154767,32.38
43366650,365843255,32.38
43366650,36618690,32.38
17092592,5162861,56.26
17092592,16626187,56.26
43366650,235246701,32.38
43366650,17092592,32.38
43366650,558209525,32.38
43366650,122439303,32.38
43366650,43196716,32.38
22679419,15154767,46.93
17092592,14428916,56.26
283732062,35269664,39.33
17092592,15838599,56.26
283732062,267969409,39.33
17092592,24801800,56.26
17092592,17444764,56.26
43366650,15999738,32.38
43366650,519249207,32.38
43366650,10671602,32.38
43366650,252013766,32.38
22679419,16626187,46.93
22679419,27772649,46.93
17092592,10671602,56.26
43366650,35674679,32.38
43366650,271168285,32.38
17092592,43366650,56.26
43366650,331967997,32.38
22679419,5162861,46.93
22679419,43366650,46.93
283732062,44527648,39.33
43366650,5162861,32.38
43366650,277742796,32.38
43366650,24353066,32.38
43366650,88742714,32.38
22679419,15666380,46.93
43366650,244154650,32.38
43366650,309381552,32.38
283732062,16458102,39.33
43366650,117306176,32.38
43366650,333880256,32.38
17092592,252013766,56.26
17092592,78431026,56.26
22679419,122439303,46.93
43366650,251434601,32.38
43366650,77059348,32.38
43366650,301340879,32.38
43366650,262301676,32.38
43366650,22556717,32.38
43366650,178619647,32.38
43366650,384434554,32.38
43366650,312358396,32.38
43366650,295281993,32.38
49414491,66804457,31.34
49414491,426485556,31.34
49414491,89080257,31.34
49414491,287413569,31.34
49414491,183072140,31.34
49414491,186546645,31.34
351092905,40676719,35.63
3359851,71876190,66.64
3359851,18948541,66.64
3359851,34068984,66.64
351092905,352162147,35.63
351092905,314701207,35.63
3359851,10671602,66.64
3359851,90420314,66.64
351092905,3359851,35.63
3359851,87764480,66.64
3359851,15224867,66.64
351092905,34068984,35.63
351092905,286625413,35.63
3359851,290097288,66.64
3359851,25521487,66.64
351092905,366369674,35.63
351092905,266749131,35.63
351092905,277033463,35.63
351092905,277026208,35.63
351092905,366519199,35.63
351092905,365111894,35.63
3359851,268479669,66.64
351092905,381451618,35.63
351092905,252102135,35.63
351092905,285995923,35.63
3359851,40519997,66.64
351092905,20189970,35.63
3359851,14749383,66.64
3359851,23911410,66.64
351092905,240808681,35.63
3359851,294198566,66.64
3359851,20189970,66.64
351092905,10671602,35.63
3359851,48485771,66.64
351092905,113298003,35.63
22679419,8634422,46.93
22679419,9989862,46.93
69193714,109600204,40.56
69193714,47471628,40.56
69193714,76774950,40.56
22679419,14038862,46.93
22679419,59804598,46.93
22679419,19603370,46.93
242479442,170675435,41.36
242479442,69193714,41.36
22679419,19382657,46.93
17092592,19136145,56.26
17092592,15222083,56.26
69193714,15134782,40.56
17092592,36761298,56.26
17092592,37170886,56.26
17093617,15222083,42.95
59804598,24742040,103.02
17093617,19136145,42.95
17092592,146553283,56.26
22679419,21904217,46.93
22679419,15134782,46.93
17092592,13687132,56.26
22679419,129988769,46.93
22679419,22258315,46.93
22679419,17092592,46.93
17093617,164081884,42.95
242479442,276844009,41.36
59804598,14038862,103.02
59804598,38108292,103.02
22679419,15259010,46.93
22679419,203261300,46.93
69193714,196698941,40.56
59804598,24942585,103.02
59804598,21872358,103.02
59804598,20747847,103.02
22679419,21872358,46.93
242479442,38108292,41.36
17093617,219365298,42.95
242479442,67418441,41.36
242479442,45862504,41.36
69193714,130536950,40.56
17093617,18742444,42.95
17093617,2172,42.95
17093617,45862504,42.95
22679419,7846,46.93
59804598,17092592,103.02
69193714,16567106,40.56
242479442,17224642,41.36
59804598,14922225,103.02
22679419,16567106,46.93
22679419,45862504,46.93
17092592,90964854,56.26
69193714,43192807,40.56
22679419,15447248,46.93
17092592,18927441,56.26
17092592,5162861,56.26
22679419,1317671,46.93
17093617,16744475,42.95
17093617,11382292,42.95
69193714,45862504,40.56
17093617,21872358,42.95
17092592,194840791,56.26
22679419,170675435,46.93
69193714,143244854,40.56
242479442,185433686,41.36
59804598,11928542,103.02
17093617,24742040,42.95
59804598,30973,103.02
69193714,373438784,40.56
22679419,146553283,46.93
17092592,134889262,56.26
17093617,15134782,42.95
59804598,15259010,103.02
59804598,117620953,103.02
59804598,18927441,103.02
22679419,14922225,46.93
17093617,18734377,42.95
242479442,25621787,41.36
69193714,14100451,40.56
22679419,24742040,46.93
17093617,23822236,42.95
22679419,17552077,46.93
242479442,361652822,41.36
17093617,21881592,42.95
17093617,172443768,42.95
242479442,418414595,41.36
69193714,36803580,40.56
59804598,22258315,103.02
59804598,18742444,103.02
22679419,21158690,46.93
22679419,90964854,46.93
17093617,38232487,42.95
242479442,8634422,41.36
17092592,34805698,56.26
69193714,36702477,40.56
59804598,7846,103.02
242479442,25558193,41.36
69193714,38108292,40.56
17092592,14038862,56.26
242479442,78027566,41.36
59804598,13687132,103.02
17093617,21904217,42.95
242479442,478766871,41.36
17092592,15447248,56.26
69193714,809010,40.56
17093617,15456987,42.95
22679419,20747741,46.93
242479442,316214273,41.36
59804598,17093617,103.02
17092592,41172837,56.26
22679419,21093865,46.93
69193714,266043601,40.56
69193714,8634422,40.56
17092592,19119192,56.26
59804598,99567847,103.02
17093617,30973,42.95
17093617,19382657,42.95
22679419,20104303,46.93
17093617,14911702,42.95
22679419,5162861,46.93
242479442,16506255,41.36
22679419,164081884,46.93
17092592,21093865,56.26
69193714,52146755,40.56
17093617,7846,42.95
69193714,38232487,40.56
242479442,22679419,41.36
242479442,66100530,41.36
17092592,59804598,56.26
242479442,14100451,41.36
17093617,17790274,42.95
22679419,92357649,46.93
242479442,24796156,41.36
69193714,276052755,40.56
22679419,15687962,46.93
69193714,316214273,40.56
69193714,65289126,40.56
17092592,1317671,56.26
22679419,43170475,46.93
69193714,28585818,40.56
17093617,19119192,42.95
69193714,78027566,40.56
69193714,185433686,40.56
69193714,15687962,40.56
17092592,14922225,56.26
22679419,24942585,46.93
59804598,17552077,103.02
17092592,24742040,56.26
69193714,30973,40.56
17093617,59804598,42.95
59804598,17224642,103.02
69193714,18927441,40.56
17092592,16567106,56.26
17092592,45862504,56.26
22679419,242479442,46.93
17093617,65525881,42.95
69193714,242479442,40.56
17093617,40435464,42.95
69193714,17225361,40.56
59804598,1183041,103.02
242479442,28585818,41.36
69193714,16744475,40.56
17092592,143928271,56.26
20471349,212642904,72.79
65047891,24166202,47.67
212642904,275446831,45.32
14139971,63485337,33.6
20471349,252509338,72.79
212642904,252509338,45.32
65047891,208942635,47.67
65047891,14139971,47.67
65047891,104718222,47.67
20471349,23061725,72.79
65047891,309366491,47.67
65047891,22715267,47.67
20471349,279835462,72.79
65047891,94918917,47.67
65047891,63485337,47.67
14139971,208942635,33.6
65047891,247126821,47.67
14139971,20471349,33.6
65047891,303060652,47.67
212642904,20178574,45.32
65047891,16747981,47.67
65047891,275446831,47.67
65047891,167969328,47.67
65047891,113696592,47.67
14139971,22412376,33.6
212642904,22412376,45.32
20471349,263353755,72.79
65047891,200291506,47.67
65047891,97225858,47.67
20471349,7532832,72.79
20471349,363665353,72.79
20471349,290427660,72.79
212642904,20471349,45.32
65047891,103087666,47.67
65047891,20471349,47.67
20471349,208942635,72.79
212642904,22715267,45.32
20471349,14139971,72.79
14139971,279835462,33.6
20471349,309366491,72.79
212642904,7532832,45.32
65047891,322822476,47.67
65047891,212642904,47.67
65047891,279835462,47.67
212642904,27855118,45.32
20471349,275446831,72.79
14139971,288019271,33.6
20471349,63485337,72.79
20471349,68846920,72.79
212642904,167969328,45.32
212642904,303060652,45.32
20471349,247126821,72.79
20471349,248097649,72.79
14139971,24166202,33.6
65047891,248097649,47.67
14139971,153918448,33.6
20471349,16747981,72.79
20471349,65047891,72.79
212642904,65047891,45.32
20471349,22715267,72.79
14139971,16747981,33.6
65047891,22412376,47.67
14139971,22715267,33.6
20471349,200291506,72.79
212642904,279835462,45.32
212642904,208942635,45.32
65047891,7532832,47.67
20471349,303060652,72.79
14139971,104718222,33.6
20471349,327905664,72.79
14139971,247126821,33.6
65047891,27855118,47.67
65047891,159629146,47.67
20471349,247376621,72.79
20471349,167969328,72.79
212642904,309366491,45.32
14139971,309366491,33.6
14139971,65047891,33.6
65047891,252509338,47.67
65047891,153918448,47.67
20471349,322822476,72.79
20471349,20178574,72.79
212642904,175633082,45.32
3359851,24166202,66.64
3359851,15411797,66.64
3359851,26870809,66.64
3359851,22705686,66.64
3359851,34068984,66.64
3359851,27527745,66.64
813286,19224837,71.15
813286,25937606,71.15
813286,15458694,71.15
813286,14222536,71.15
813286,17612289,71.15
813286,17068840,71.15
813286,821110,71.15
813286,23663563,71.15
813286,27145088,71.15
813286,15764644,71.15
813286,409486555,71.15
813286,30782495,71.15
14139971,17915692,33.6
14139971,15680204,33.6
3359851,19040580,66.64
14139971,123480187,33.6
14139971,19040580,33.6
14139971,14654965,33.6
14139971,73381700,33.6
14139971,208645319,33.6
14139971,352728465,33.6
14139971,94414805,33.6
14139971,18753000,33.6
14139971,309366491,33.6
3359851,16475194,66.64
14139971,139761115,33.6
14139971,393184806,33.6
3359851,28048857,66.64
14139971,266182056,33.6
14139971,17346342,33.6
14139971,254118225,33.6
14139971,257145854,33.6
14139971,37061660,33.6
14139971,556167733,33.6
14139971,14229141,33.6
14139971,225125248,33.6
14139971,287564504,33.6
14139971,16475194,33.6
14139971,16747981,33.6
3359851,10228272,66.64
14139971,20240002,33.6
14139971,88456842,33.6
3359851,14654965,66.64
3359851,61040299,66.64
14139971,231456006,33.6
14139971,16234759,33.6
14139971,31572616,33.6
14139971,20488611,33.6
3359851,18498684,66.64
14139971,15853668,33.6
14139971,43292851,33.6
14139971,271662759,33.6
14139971,241211254,33.6
14139971,29145184,33.6
14139971,266553242,33.6
14139971,110895893,33.6
14139971,33423401,33.6
14139971,267090165,33.6
14139971,73019162,33.6
14139971,46864948,33.6
14139971,20291791,33.6
14139971,96848570,33.6
59804598,15394673,103.02
59804598,8946022,103.02
59804598,339601420,103.02
7860742,15394673,51.46
7860742,14609321,51.46
59804598,229195612,103.02
7860742,214618570,51.46
7860742,14303746,51.46
59804598,14464369,103.02
59804598,19774817,103.02
3253671,3296721,38.69
59804598,1183041,103.02
59804598,21517874,103.02
3253671,3311981,38.69
59804598,3040621,103.02
59804598,14356908,103.02
3253671,26033920,38.69
59804598,13400202,103.02
7860742,12298182,51.46
59804598,15430929,103.02
59804598,14303746,103.02
7860742,20880546,51.46
3253671,15394673,38.69
3253671,3040621,38.69
59804598,15891057,103.02
59804598,15582769,103.02
59804598,4356351,103.02
59804598,14269220,103.02
59804598,20642498,103.02
3253671,126048747,38.69
7860742,14269220,51.46
59804598,55219565,103.02
59804598,14338639,103.02
59804598,83402139,103.02
59804598,1247691,103.02
59804598,28114539,103.02
7860742,3245291,51.46
59804598,6651842,103.02
59804598,18666844,103.02
59804598,17140787,103.02
59804598,11928542,103.02
3253671,16134428,38.69
59804598,48485771,103.02
7860742,15913,51.46
59804598,20609518,103.02
7860742,11928542,51.46
59804598,18941809,103.02
3253671,59804598,38.69
7860742,36204399,51.46
59804598,15913,103.02
59804598,121258930,103.02
59804598,89505524,103.02
3253671,14269220,38.69
7860742,84193657,51.46
59804598,15577411,103.02
3253671,15913,38.69
3253671,19774817,38.69
59804598,63485337,103.02
59804598,16167346,103.02
59804598,17016709,103.02
59804598,7861312,103.02
59804598,26033920,103.02
3253671,8978022,38.69
3253671,18666844,38.69
59804598,73731253,103.02
59804598,190233732,103.02
59804598,42779858,103.02
59804598,16134428,103.02
